time,N1,N2,N3,N4,N5,N6,N7,N8,
0,4.47,4.87,13.98,1.18,8.37,9.41,10.92,18.36
1,2.81,3.77,13.24,1.73,11.77,9.19,9.67,17.70
2,5.91,7.37,15.26,1.51,9.37,7.97,13.92,13.29
3,3.71,5.38,13.47,1.66,9.95,9.24,9.35,12.65
4,3.29,4.20,13.52,1.12,7.22,8.93,12.60,17.54
5,4.48,4.22,14.23,1.98,10.56,7.44,7.14,19.55
6,4.21,3.48,17.81,1.51,5.02,5.64,9.31,13.31
7,3.36,6.65,10.82,1.16,9.89,5.66,9.71,21.52
8,4.75,3.38,15.54,1.22,8.94,8.48,7.60,11.10
9,3.11,4.81,15.07,0.94,7.21,6.75,11.86,18.22
10,3.92,4.90,16.51,0.77,7.68,6.40,8.43,11.49
11,3.77,5.32,14.20,1.14,10.42,8.20,7.73,11.14
12,4.40,4.35,5.91,1.62,7.87,6.98,8.38,8.08
13,3.48,4.82,14.89,1.50,9.98,5.25,9.32,15.39
14,3.00,4.04,11.95,1.25,9.83,5.98,7.01,11.00
15,2.49,3.84,13.93,1.11,12.40,6.98,7.51,12.62
16,3.41,4.80,14.66,1.19,11.36,4.97,8.82,11.65
17,5.55,3.55,9.92,0.82,6.73,4.27,3.64,6.92
18,3.43,4.97,10.65,1.30,9.54,8.12,4.53,17.98
19,1.10,4.71,6.25,0.83,3.68,4.98,5.76,13.02
20,2.96,3.52,13.04,0.85,6.35,6.20,4.68,13.29
21,1.30,3.48,11.09,0.74,5.78,5.18,6.39,12.22
22,3.99,5.41,7.40,1.07,3.05,5.38,6.06,12.16
23,3.59,4.07,7.99,0.58,5.60,5.14,4.75,5.29
24,2.63,3.53,10.54,1.02,2.09,8.04,6.63,7.43
25,3.52,5.00,2.91,0.52,8.02,4.53,4.98,3.65
26,1.86,3.10,2.87,0.45,5.21,4.74,5.50,8.52
27,1.14,2.28,6.59,1.17,4.18,5.63,3.04,11.76
28,3.59,2.56,4.87,1.08,5.99,3.04,4.83,11.98
29,0.99,3.17,8.08,0.69,3.15,3.69,1.68,12.36
30,1.42,2.09,6.51,0.12,6.64,3.53,6.06,7.36
31,2.51,2.88,10.03,0.80,2.13,4.59,8.48,4.77
32,3.03,1.48,8.42,0.93,4.93,2.96,4.35,9.57
33,2.46,2.58,11.04,0.77,6.92,3.98,6.17,10.68
34,0.00,1.15,7.17,0.50,3.54,3.89,3.47,8.89
35,2.07,1.98,8.60,0.81,4.02,4.94,2.83,6.60
36,2.89,1.17,10.00,0.00,6.28,3.48,4.62,6.28
37,1.49,1.46,5.00,0.50,3.41,3.52,5.80,6.14
38,2.22,3.27,5.39,0.94,1.38,1.51,2.72,7.43
39,1.36,3.09,7.26,0.67,5.06,4.77,3.17,7.11
40,1.11,0.35,7.18,1.07,8.01,3.51,3.16,5.19
41,2.02,3.28,6.62,0.69,6.41,3.57,4.60,3.28
42,2.55,3.97,10.47,0.81,9.29,4.85,3.18,6.01
43,1.91,2.26,7.92,0.39,6.02,5.34,4.21,4.93
44,1.23,0.92,6.30,0.60,4.38,3.48,4.92,6.40
45,1.57,4.10,6.06,1.33,5.50,3.76,8.42,6.58
46,1.92,5.14,5.20,0.50,6.62,4.75,7.92,13.52
47,2.83,1.89,6.60,0.51,7.62,7.87,6.22,10.40
48,2.73,5.79,16.57,0.48,4.47,7.00,9.20,9.92
49,3.23,3.13,11.04,1.12,3.26,5.31,6.34,8.70
50,2.24,2.25,7.57,0.93,2.43,6.39,8.79,12.31
51,2.41,3.30,13.92,1.28,3.09,7.13,1.96,10.27
52,3.52,4.09,8.92,1.09,6.17,6.47,4.14,12.78
53,2.10,2.75,11.60,0.85,5.92,4.59,9.73,14.01
54,2.18,5.64,14.97,1.43,5.76,6.97,8.78,11.15
55,2.94,3.56,11.10,0.87,8.00,7.52,6.53,11.83
56,3.09,2.95,16.02,0.99,5.48,3.84,7.61,12.00
57,2.06,4.24,15.39,0.76,4.86,9.17,9.48,12.16
58,3.63,3.35,10.07,0.57,7.03,8.43,7.16,9.99
59,3.50,5.02,11.66,1.10,8.10,8.59,12.67,16.48
60,4.10,4.21,8.74,1.09,11.43,7.48,9.55,16.31
61,2.99,4.67,9.49,0.85,6.30,5.81,7.64,10.44
62,2.88,5.69,10.79,1.07,9.69,6.34,6.90,11.68
63,3.97,5.81,8.56,1.18,7.78,9.90,7.56,13.88
64,4.45,5.45,16.81,1.26,7.02,8.16,9.23,19.79
65,3.98,6.41,19.20,1.38,10.90,6.89,11.85,16.13
66,2.60,4.97,17.47,1.25,9.76,7.49,7.28,13.26
67,4.25,6.18,18.30,1.37,9.57,9.43,9.99,14.27
68,5.22,5.34,17.05,1.61,8.72,7.87,11.53,16.52
69,4.13,6.54,11.05,1.55,6.34,8.79,9.32,16.00
70,3.90,5.15,12.83,1.48,8.86,7.46,7.59,14.70
71,3.44,4.28,16.26,1.41,10.46,10.00,9.05,16.20
72,4.33,6.81,12.78,1.50,10.74,10.21,8.31,15.35
73,4.13,6.39,10.46,1.39,11.93,9.53,9.58,14.49
74,5.50,4.92,17.87,1.39,8.65,9.88,9.04,13.14
75,5.45,5.69,19.06,1.31,9.32,9.63,10.60,18.25
76,3.70,5.37,16.21,1.59,11.04,9.23,11.94,16.35
77,3.93,6.26,13.46,1.41,11.69,8.77,11.09,21.99
78,3.72,5.13,15.42,1.11,5.25,10.42,11.00,11.61
79,4.62,7.55,11.01,1.32,10.65,9.60,9.36,19.11
80,3.66,4.00,13.17,1.76,9.49,5.41,12.54,16.75
81,5.06,4.36,10.31,1.63,10.15,9.40,8.60,16.61
82,4.52,4.52,17.80,1.06,9.70,7.97,7.30,13.24
83,3.30,5.95,14.74,1.23,9.70,6.42,5.70,11.59
84,3.78,5.68,13.04,0.86,5.98,5.67,9.52,13.80
85,3.48,4.22,11.88,0.50,10.00,9.53,6.19,17.68
86,4.25,5.02,13.85,1.11,10.76,6.27,6.70,6.50
87,3.86,5.49,11.73,1.03,5.45,6.21,9.30,18.01
88,1.22,2.83,10.57,1.12,6.01,7.34,6.08,7.75
89,3.17,3.01,11.45,1.18,8.38,5.71,8.00,12.25
90,3.29,5.40,10.08,0.91,6.50,9.05,8.66,9.31
91,3.88,5.48,10.00,1.03,4.37,3.93,7.56,7.77
92,3.56,2.70,9.35,0.36,5.83,4.58,7.28,10.67
93,2.51,4.28,5.27,0.57,6.19,4.11,8.85,5.00
94,2.02,2.34,13.04,1.13,6.20,5.69,3.39,10.21
95,2.53,4.16,11.67,0.73,7.34,5.74,6.47,6.17
96,1.58,1.96,10.05,0.82,5.39,4.35,5.17,8.14
97,1.48,5.23,10.18,1.04,6.17,2.88,7.32,9.47
98,1.63,3.09,5.77,0.36,4.21,7.94,5.24,6.54
99,0.60,2.97,7.13,1.19,2.22,3.40,4.59,12.01
100,0.47,1.51,7.44,1.09,6.49,4.02,1.10,6.34
101,1.65,3.05,7.73,0.52,1.75,1.78,5.67,6.84
102,1.69,3.24,9.46,0.60,4.20,5.15,2.55,7.40
103,2.06,4.39,7.28,0.88,6.62,3.06,2.33,12.35
104,1.38,1.17,10.98,0.54,3.49,4.11,1.97,8.46
105,3.79,3.39,5.86,0.61,1.23,2.13,2.42,4.69
106,0.95,2.62,1.22,0.67,6.10,4.25,5.91,1.27
107,1.27,2.40,8.31,0.33,4.64,2.84,5.64,8.87
108,2.28,2.87,3.59,0.89,5.60,5.14,3.49,2.95
109,0.65,2.34,3.68,0.80,5.43,3.66,5.39,7.63
110,1.38,3.15,8.04,0.48,6.05,2.54,7.31,5.97
111,2.18,0.00,6.34,0.00,4.52,4.03,3.69,12.02
112,2.71,1.11,9.31,0.71,5.21,4.40,5.07,4.65
113,1.78,0.22,9.02,0.32,3.97,2.82,5.57,2.56
114,1.69,0.36,6.89,1.20,9.47,3.68,4.26,3.97
115,1.50,3.27,12.13,0.42,3.29,6.27,4.22,5.73
116,2.99,3.06,8.00,0.67,5.89,3.93,6.06,4.83
117,1.48,1.55,6.16,0.74,6.88,4.05,5.11,8.66
118,2.21,3.54,12.88,0.88,3.16,4.90,5.39,7.07
119,1.56,2.46,9.91,0.54,5.41,4.40,5.62,6.21
120,1.83,4.23,8.89,0.63,5.55,5.74,7.63,6.45
121,2.86,4.49,8.71,0.76,3.72,3.76,6.11,9.77
122,2.43,3.95,11.68,0.69,5.47,4.99,6.29,3.53
123,2.24,4.70,10.32,0.71,7.83,5.99,8.12,9.04
124,4.31,3.28,12.30,0.72,3.93,3.81,5.34,6.55
125,4.22,3.98,15.51,1.15,8.17,3.13,1.32,13.19
126,1.85,4.49,12.43,1.03,4.98,4.33,9.94,13.86
127,2.63,6.01,9.26,1.19,3.77,4.23,6.33,9.74
128,3.53,4.17,9.73,1.07,10.08,4.91,9.64,13.88
129,2.22,4.51,10.72,1.39,6.01,4.93,9.55,14.47
130,2.34,3.81,12.50,1.23,6.99,8.09,6.31,17.44
131,4.22,5.55,17.33,1.45,5.06,8.27,6.02,18.55
132,2.16,4.50,4.42,1.02,6.97,7.81,4.88,16.62
133,3.96,4.19,13.72,0.96,9.05,8.71,8.67,9.11
134,2.58,4.80,15.12,1.15,9.38,7.02,9.54,17.12
135,4.49,3.58,12.79,1.49,8.64,9.68,9.25,13.35
136,3.69,6.08,11.38,0.95,9.21,8.08,8.94,14.71
137,3.72,4.34,20.44,1.14,4.95,7.65,10.02,13.24
